och	33059
i	28420
att	24512
som	19656
det	19426
en	18996
på	15403
av	15335
är	14187
den	12756
för	12570
med	12239
till	10757
de	9923
inte	9029
om	8790
ett	8375
han	8361
har	8077
var	6942
jag	6757
sig	5782
men	5292
kan	4909
man	4827
så	4339
från	4034
vi	4020
eller	3943
hon	3910
hade	3871
när	3236
vid	2719
under	2665
också	2646
där	2550
skulle	2544
andra	2261
sin	2243
vara	2176
vad	2055
ut	2022
nu	2014
då	2012
detta	1990
här	1955
än	1887
finns	1886
efter	1866
år	1855
upp	1847
över	1829
du	1822
mycket	1818
hur	1814
mot	1811
bara	1766
får	1704
in	1663
genom	1657
alla	1638
ska	1582
ha	1543
även	1493
skall	1493
kommer	1482
något	1475
utan	1427
hans	1411
mig	1400
honom	1398
mellan	1388
två	1385
få	1379
någon	1373
kunde	1350
inom	1318
denna	1318
mer	1313
dem	1308
sedan	1306
olika	1299
många	1277
måste	1258
blir	1204
allt	1168
några	1160
dessa	1150
sina	1137
första	1087
fick	1060
nya	1058
kom	1040
fram	1028
blev	1011
säger	1009
varit	968
sitt	966
se	957
stora	956
går	954
sätt	951
vill	933
hela	921
ju	919
bli	918
ta	894
samma	873
göra	870
del	869
kanske	860
enligt	844
själv	822
sa	822
kunna	819
ingen	817
henne	817
oss	788
annat	777
gäller	775
hos	775
ur	765
åt	753
tid	749
väl	743
redan	742
stor	738
min	737
gick	732
helt	729
gör	727
tre	722
vilket	714
dock	711
därför	707
varje	694
både	680
bra	676
bör	660
hennes	653
fått	650
sverige	650
annan	649
svenska	645
aldrig	638
dag	628
ner	625
såg	620
gå	617
ofta	610
fall	606
bland	598
ger	597
flera	594
just	592
alltid	587
fanns	584
samt	580
alltså	575
ser	575
deras	567
vet	558
ni	554
eftersom	554
vissa	553
komma	550
mindre	544
lika	542
gång	540
lite	539
rätt	539
senare	528
större	525
gamla	522
procent	521
tidigare	517
dessutom	507
tog	505
igen	502
ännu	499
ändå	493
t_ex	488
samtidigt	486
står	482
ny	481
bättre	479
gjorde	477
vår	474
längre	474
tiden	474
ge	473
exempel	471
dess	469
tar	467
ville	466
medan	465
först	465
innan	463
särskilt	459
själva	454
ligger	452
nog	450
säga	449
mitt	448
människor	445
tillbaka	442
barn	441
blivit	439
vidare	436
vilka	434
liv	432
mest	429
egen	421
ja	419
dig	419
innebär	418
sett	415
fråga	414
sådan	406
trots	404
ibland	403
bort	400
stod	398
låg	395
stort	393
kvar	393
nästan	392
fyra	386
länge	386
endast	382
började	381
långt	376
arbete	375
kronor	374
egna	372
enda	371
sådana	370
framför	369
hand	368
våra	365
inget	363
båda	361
vilken	361
varför	358
tror	353
fast	352
runt	351
per	346
haft	345
visar	341
väg	340
liten	338
tillsammans	332
början	331
heller	330
par	329
svårt	329
problem	328
därmed	328
sidan	327
året	326
stället	323
varandra	323
företag	321
hjälp	317
kände	317
ord	316
bakom	316
små	316
nej	310
form	309
hem	308
gjort	308
frågor	308
viss	306
inför	306
minst	305
stockholm	305
satt	304
sen	304
plats	303
tänkte	301
verksamhet	300
sista	299
dels	298
möjligt	298
fortfarande	298
kommit	293
lätt	293
före	291
känner	291
liksom	290
bl_a	290
frågan	289
betydelse	289
borde	287
kring	287
personer	287
utanför	287
behöver	285
egentligen	283
fem	282
ganska	281
ytterligare	279
däremot	279
flesta	277
ens	276
inga	276
snart	275
vem	273
visste	273
beslut	271
omkring	269
grund	269
dom	268
förslag	267
nämligen	267
kvinnor	267
lång	265
hög	265
hålla	264
direkt	263
världen	262
utveckling	262
gav	261
antal	261
landet	261
nära	260
naturligtvis	258
samband	254
tycker	254
litet	254
ute	252
fler	252
slut	252
sådant	251
nytt	251
största	251
gånger	250
regeringen	249
menar	249
ena	249
helst	245
riktigt	245
sade	244
folk	244
ihop	243
vårt	243
berättar	241
gått	241
arbetet	241
delar	240
ingenting	240
talar	239
tio	239
håller	239
emot	237
emellertid	235
tänka	234
all	233
god	233
främst	232
nästa	232
utbildning	232
börjar	229
hör	229
vägen	229
övriga	228
livet	228
pengar	227
steg	227
snabbt	227
ned	223
högre	222
bästa	220
säkert	220
vatten	220
idag	219
äldre	218
åren	217
enkelt	216
gången	215
visst	214
faktiskt	213
er	213
stöd	212
sex	211
alldeles	211
sker	210
verkligen	210
mina	209
brukar	209
sitter	208
tala	207
alls	207
uppgifter	206
mera	206
politiska	205
senaste	205
klart	205
lilla	205
gammal	204
rum	204
höll	203
viktigt	203
hemma	201
kort	200
svensk	200
gärna	200
sagt	200
ungefär	198
tagit	198
såväl	196
namn	195
visade	194
förstås	194
möjligheter	194
slutet	193
utgör	193
antalet	193
uppgift	193
följande	193
miljoner	192
dagar	192
långa	192
a	192
tyckte	191
resultat	190
område	190
skäl	189
handlar	189
europa	188
dagen	188
veta	188
person	187
roll	187
kunnat	187
gott	187
visa	187
plötsligt	186
vattnet	186
dvs	186
försökte	185
ekonomiska	184
barnen	183
ej	183
ca	183
usa	182
fel	182
låta	182
händer	181
länder	181
eget	181
ske	181
goda	180
tycks	180
närmare	180
far	179
dit	179
via	178
känna	178
uttryck	178
musik	177
satte	176
månader	176
anser	175
exempelvis	175
död	175
sveriges	175
tänker	175
viktig	174
annars	173
lära	173
innehåller	173
används	173
kallas	173
möjlighet	173
s_k	173
behov	172
tredje	172
beror	172
finnas	172
huvudet	171
huset	171
ifrån	171
knappast	171
män	171
års	170
krav	168
slag	168
inne	168
information	168
klara	167
stark	167
arbetar	167
jan	167
verksamheten	167
precis	166
din	166
betyder	165
åtminstone	165
beroende	165
drog	165
dörren	165
området	164
använda	164
oftast	164
lag	164
således	164
mamma	164
förra	163
sak	163
studier	162
utvecklingen	162
bäst	162
kommunen	162
starkt	161
matti	161
ingår	160
speciellt	160
låter	160
hörde	160
håll	159
högt	159
system	159
historia	159
särskilda	159
sida	159
stå	159
följer	159
ljus	159
visserligen	158
unga	157
viktiga	157
drygt	157
består	157
försök	156
tro	156
ställning	156
förhållande	156
anses	156
skolan	156
övrigt	156
förstå	155
vanliga	154
lagen	153
umeå	153
höga	153
mål	153
kvinna	153
respektive	152
hus	152
anställda	151
rör	151
därefter	151
kräver	150
intresse	150
tills	150
vita	150
sammanhang	150
börja	149
land	149
åter	149
hel	149
verkar	149
någonting	148
mening	148
arbeta	148
skapa	148
lever	148
slags	148
slog	148
centrala	147
andersson	147
rent	147
lägga	147
bilen	147
minuter	147
mannen	147
försöka	147
använder	147
gruppen	147
betala	146
cirka	146
leva	146
sociala	146
stycket	146
projektet	145
sätta	144
vars	144
samman	143
förutom	143
försöker	142
delen	142
numera	142
sällan	142
höra	142
å	142
mor	141
lät	141
tag	141
handen	141
fortsatte	141
skriver	141
människa	141
tittade	141
jobb	140
särskild	140
igenom	140
samhället	140
rad	139
anledning	139
enbart	139
typ	139
behövs	139
vanligt	139
projekt	139
the	138
förändringar	138
tillstånd	138
utifrån	137
dra	137
hit	137
områden	137
liknande	136
användas	136
alltför	136
kunskap	136
nivå	136
centrum	135
framtiden	135
tas	135
leder	135
företaget	135
vilja	135
trodde	135
bygga	135
hårt	134
ökade	134
bild	134
motsvarande	133
timmar	133
börjat	133
känns	133
grupp	133
undan	133
lämna	132
djur	132
heter	132
marken	132
anders	131
vanlig	131
ögon	131
ända	131
lägre	131
bok	131
svarar	131
vore	130
samtliga	130
öppna	130
drag	130
ordet	130
ökar	129
dagens	129
krävs	129
följa	129
ökat	127
förekommer	127
relativt	126
årets	126
svar	126
förstår	126
läsa	126
svarade	126
ensam	125
fortsätter	125
anna	125
förbi	125
språk	125
öka	125
följd	125
pappa	125
spelar	125
hälften	124
visat	124
gällde	124
saker	124
rummet	124
forskning	124
organisation	123
företagen	123
tur	123
tidigt	122
internationella	122
taget	122
fallet	122
kapitel	122
jesus	122
forskare	121
ordning	121
bl.a.	121
resultatet	120
former	120
stund	120
brev	120
nå	120
allmänna	120
ges	120
kallade	119
köpa	119
betydligt	119
verkligheten	119
johan	119
uppe	119
kap.	119
låt	118
hänsyn	118
svarta	118
jämfört	118
finner	118
västerbotten	117
hitta	117
finna	117
huvud	117
lade	117
viktigaste	116
lämnas	116
skrev	116
s.	116
sätter	115
bo	115
nuvarande	115
inre	115
istället	115
minns	115
kommun	115
förutsättningar	115
föreställningar	115
varken	114
bygger	114
hösten	114
ligga	114
samtal	114
tanken	114
fungerar	114
denne	113
starka	113
teknik	113
enskilda	113
robert	113
t.ex.	113
allra	112
borta	112
tyst	112
b	112
ställer	112
lärare	111
analys	111
bakgrund	111
ögonen	111
anges	110
gemensamma	110
produkter	110
närmast	110
kraft	110
kraftigt	110
moderna	110
gud	110
full	109
utveckla	109
hoppas	109
program	109
bil	109
värld	109
illa	109
syfte	109
åtgärder	109
bor	109
leda	109
grundläggande	109
natten	108
medlemmar	108
ökad	108
göran	108
omfattande	108
of	108
skillnad	108
regler	108
lägger	108
lars	107
spela	107
förmåga	107
mat	107
bengt	107
hittills	106
avser	106
klar	106
intressant	106
sju	106
slå	106
behövde	106
fann	106
tekniska	106
tillräckligt	106
c	106
juni	105
kostnader	105
bär	105
amerikanska	105
förr	105
nilsson	105
ses	105
förrän	105
verket	105
eva	105
marknaden	105
egenskaper	105
totalt	104
lämnade	104
intill	104
knappt	104
tyvärr	104
mitten	104
uppdrag	104
berätta	104
frågade	104
meter	104
ovan	104
medel	104
skogen	103
studera	103
tjänster	103
material	103
kropp	103
välja	103
bilder	103
utsträckning	103
föra	103
la	103
sommaren	102
staten	102
luften	102
uppfattning	102
drar	102
varor	102
berättade	102
ansvar	102
innehåll	102
ersättning	101
miljarder	101
hört	101
föräldrar	101
strax	101
svart	101
begrepp	101
kultur	101
utbildningen	101
titta	101
kunskaper	101
skatt	101
blick	101
bestämt	100
förmodligen	100
fullt	100
unge	100
lyckats	100
iväg	100
skriva	100
klockan	100
ung	100
systemet	100
småningom	100
icke	100
s	100
ordförande	99
universitet	99
samarbete	99
levande	99
kroppen	99
risken	99
framgår	99
stockholms	99
lyckades	98
veckor	98
vare	98
lär	98
sist	98
längs	98
saken	97
framåt	97
erfarenheter	97
tyskland	97
avtal	97
ämnen	97
undantag	97
england	97
kalla	97
förstod	97
göras	97
söka	97
ständigt	97
tanke	97
avses	97
offentliga	96
delvis	96
vänta	96
tyska	96
värde	96
följde	96
söker	96
normalt	96
extra	96
närmaste	96
världens	96
paris	96
känsla	96
avgörande	95
bit	95
fortsätta	95
